epoch,loss
0,0.015330961046654934
1,0.007749116490520497
2,0.007003300638398277
3,0.006712386298630478
4,0.006506217292757464
5,0.006379854014558815
6,0.00627995168356863
7,0.0061994804990783
8,0.006111157017391226
9,0.006053429236585869
10,0.0060581224722034335
11,0.005959184215132748
12,0.005921116088325179
13,0.005860980807852275
14,0.005816764889032508
15,0.00579532964121284
16,0.005759686897553527
17,0.005738031084320271
18,0.005707213055767843
19,0.005690681841522614
20,0.0056403535855546385
21,0.005638082207080172
22,0.00560832688815518
23,0.0055743438632027695
24,0.00557054616729535
25,0.005536185871718278
26,0.005520338969843873
27,0.005505669324309938
28,0.005482682466741528
29,0.005469643146598765
30,0.005452874832733941
31,0.005431218654724393
32,0.0054314058480770385
33,0.005402252217208054
34,0.00538848056840604
35,0.005363670949055838
36,0.005354895615272359
37,0.005349507461935123
38,0.005339282158297052
39,0.005320243656698896
40,0.00529984489437133
41,0.005317689506028925
42,0.005285438710750104
43,0.005265328305571667
44,0.005259202662040355
45,0.005236237269121529
46,0.00522803668014252
47,0.005216622496025762
48,0.005205260774591817
49,0.005200690557045132
50,0.005206957334213221
51,0.005187027121565067
52,0.005165638514419694
53,0.00516755086058709
54,0.005148260257323148
55,0.005146127156396431
56,0.005131781307966503
57,0.005114291682282787
58,0.00510537131165682
59,0.005089936180590883
60,0.005090880223123502
61,0.005076547253185142
62,0.005070332513293182
63,0.00506133585969501
64,0.005053282563804213
65,0.00504176654696878
66,0.005039550594114793
67,0.005028940051428282
68,0.005021721855692542
69,0.005019242227725534
70,0.005005689241934325
71,0.004994678319498435
72,0.004986215627323856
73,0.004972112430667101
74,0.004965178622777714
75,0.004962865309938868
76,0.004951342421493383
77,0.004949073269446415
78,0.004943317038940391
79,0.004951014825547454
80,0.004928579625525495
81,0.004917394967199072
82,0.004911456657663036
83,0.004901874586323568
84,0.004909244831651449
85,0.00489531013430787
86,0.0048841100256679345
87,0.004875496487066611
88,0.0048689007457930165
89,0.004861139939857395
90,0.004851626278981646
91,0.004848671557228682
92,0.00484796421624235
93,0.004830815197687234
94,0.004846333062898451
95,0.004845163385356948
96,0.0048244416389689885
97,0.004816641167835944
98,0.004808260364459953
99,0.004806601908554899
