epoch,loss
0,0.015569068292670723
1,0.008016512685494146
2,0.007044076007117966
3,0.006723835124567612
4,0.006516429066872711
5,0.006382532531083457
6,0.00627668473418313
7,0.006180266827332967
8,0.006110560414833569
9,0.006029085522535453
10,0.005981858673613825
11,0.005951755013706495
12,0.0058931527423733004
13,0.005845831908889934
14,0.005804737302769878
15,0.005779904150379187
16,0.005740998575728279
17,0.005703425475693405
18,0.005674634278894043
19,0.005660047229347609
20,0.005620786000794573
21,0.005598813595534516
22,0.005567795531416716
23,0.005529509224156623
24,0.005523964951536444
25,0.005508627755947117
26,0.005489828873608607
27,0.005474379706606984
28,0.0054565347361367434
29,0.005417540136688929
30,0.005401760566852422
31,0.005392629141335871
32,0.005379352841840355
33,0.005347442202937959
34,0.005345910790067249
35,0.005328737456240198
36,0.0053134585378876425
37,0.005296409280181503
38,0.005276721067281326
39,0.005269266491042194
40,0.0052466199066382585
41,0.00523944001489795
42,0.005228946058491092
43,0.005213988850463734
44,0.005201734558220957
45,0.005196009380911877
46,0.005175996350130442
47,0.005161000571731506
48,0.005162437045857262
49,0.005140845198681222
50,0.00513086156778459
51,0.005113723207754157
52,0.005111508302513824
53,0.005087850456351659
54,0.005075907397303599
55,0.005082044747470219
56,0.005066638216058243
57,0.005062972336586091
58,0.00504776585415769
59,0.005044451445090637
60,0.005016727031088308
61,0.005031172864997845
62,0.005006664066318037
63,0.005002351789839621
64,0.004984147492855819
65,0.0049788753209852295
66,0.0049561773960577005
67,0.004957577030262895
68,0.004960786905080048
69,0.0049505305417844175
70,0.004935917742709403
71,0.004921353002662275
72,0.004917201322673352
73,0.004908390037055458
74,0.004911019429544597
75,0.004890497344503281
76,0.004901052731921223
77,0.0048821902145077985
78,0.004853516217746564
79,0.004864114330208829
80,0.004854575538035709
81,0.004844856567247477
82,0.004838265517374685
83,0.004834446007447474
84,0.004823647522473888
85,0.004814990053674964
86,0.004817747460278655
87,0.004815016100888827
88,0.004803378230384218
89,0.004798575060436126
90,0.004795541081342969
91,0.004780612735866928
92,0.004766196353418659
93,0.004759668618074858
94,0.004759976166233882
95,0.004770792121208783
96,0.004763930525109887
97,0.004742502530076588
98,0.004748671512410697
99,0.004730630205325949
