epoch,loss
0,0.015480695403675006
1,0.008147204888183445
2,0.007078194294498564
3,0.006735789914105561
4,0.006541757417987861
5,0.006391491099353184
6,0.006281275380693034
7,0.006208466705861188
8,0.006120987473554679
9,0.006072987459417087
10,0.006012698706028746
11,0.005964954235574097
12,0.005924464986642689
13,0.0058742021404310125
14,0.005831508890287345
15,0.005802129636833736
16,0.005770011568439999
17,0.00574808788317849
18,0.005713373608986589
19,0.005678366786197003
20,0.005650348692989273
21,0.005648692364117634
22,0.005612068366271264
23,0.0055870549865623615
24,0.0055621423566735795
25,0.005567012757774574
26,0.005528968571026272
27,0.005507746051893576
28,0.0054885710285441786
29,0.005468328856130547
30,0.005462027439129964
31,0.005436358080825022
32,0.005427564978857973
33,0.0054088157080829525
34,0.0053924983347445055
35,0.005396026305420962
36,0.005363341263846247
37,0.0053407542224627545
38,0.005324656544839655
39,0.005318952420191678
40,0.005301086424890679
41,0.005297222213467768
42,0.0052860466924395605
43,0.005269442336572177
44,0.005262490615383856
45,0.005243460989180503
46,0.005235326441607201
47,0.005225101758188219
48,0.005209533116017869
49,0.0052063561734428335
50,0.005184121404574705
51,0.005173011468236385
52,0.005176721965713206
53,0.005158208068082528
54,0.005149128843345376
55,0.005119642890838701
56,0.005117809682241626
57,0.005109901701993724
58,0.005103175634699163
59,0.005100165198585903
60,0.005108435067726873
61,0.005088563697867835
62,0.005064301963064625
63,0.005057407707063403
64,0.005062789709397702
65,0.005030044772450513
66,0.005035307026779321
67,0.005027127887043812
68,0.005015037850483759
69,0.0050170702895541205
70,0.005004073698928415
71,0.0049850189036579375
72,0.004977492008282701
73,0.004975477660923656
74,0.004970428675985641
75,0.004955579816953159
76,0.004959287079152519
77,0.004934316631227636
78,0.004935355107583256
79,0.0049391549911544826
80,0.004922881420789209
81,0.00491828029068821
82,0.004912421050637547
83,0.004907296923771421
84,0.0048994207854125265
85,0.004898504246217114
86,0.004888225531676663
87,0.004872739138608458
88,0.004862232572571032
89,0.00485699837172569
90,0.004851839968312449
91,0.004853434456669374
92,0.004845174168621209
93,0.004832475620104256
94,0.004825870179458896
95,0.0048252238878103626
96,0.004818239314392161
97,0.004812422122512104
98,0.00479961613147433
99,0.004807986217683128
