epoch,loss
0,0.010185699595840153
1,0.005224127536132661
2,0.004707117614673258
3,0.004516030770598284
4,0.004397126047383982
5,0.0043111830152642765
6,0.004249590079289173
7,0.004191816400780304
8,0.004150709564963568
9,0.004111164161019035
10,0.0040690955430619105
11,0.004046097337670839
12,0.004016265705458446
13,0.003980351153765124
14,0.003969759516827484
15,0.003947111472324443
16,0.00392218027562062
17,0.0039018844304011943
18,0.0038817939885246906
19,0.0038634386483138564
20,0.0038594492028289442
21,0.0038359385314760304
22,0.0038200743688248584
23,0.003804694344324389
24,0.003796991117382094
25,0.0037758711818903844
26,0.0037635259703994433
27,0.0037536190866453924
28,0.0037365912737100204
29,0.003733929768979963
30,0.0037129926067859475
31,0.0037062681809846977
32,0.003687912949610386
33,0.00368506475147993
34,0.0036816181184618616
35,0.00365982731563718
36,0.003664683687511589
37,0.0036468337336704217
38,0.0036429781603389355
39,0.0036259745699905154
40,0.003621180563680072
41,0.003612562718084569
42,0.003599982956680792
43,0.0035932457910427223
44,0.003583640311402343
45,0.0035769214963971806
46,0.003567594446424741
47,0.003571759623136439
48,0.0035529122772361196
49,0.003555386709874315
50,0.003543743765053191
51,0.0035266696886440763
52,0.003528895990907144
53,0.0035187832160336993
54,0.0035117862996095622
55,0.0035050380875613924
56,0.0035081387277823757
57,0.0034951601702254763
58,0.0034930749807264277
59,0.003485658596912866
60,0.0034772032392762896
61,0.0034675562273206043
62,0.003465031239869055
63,0.00346826006292605
64,0.003462653821821274
65,0.0034412125882413336
66,0.003439223273531032
67,0.003437965433933278
68,0.0034304769976082456
69,0.0034307701853098964
70,0.0034272436931204516
71,0.003446284402261231
72,0.00342098252674845
73,0.003417892947101224
74,0.003402901112659573
75,0.00339434152367657
76,0.003401757444562182
77,0.0033808604236632554
78,0.003371597613330251
79,0.003370963576723888
80,0.0033647740153414907
81,0.0033585862833072242
82,0.0033547154363352118
83,0.0033526640815765714
84,0.0033505768043047717
85,0.0033466930604532856
86,0.003331126273473528
87,0.003341328578811286
88,0.0033383086038477074
89,0.0033318177563821144
90,0.0033198095462508618
91,0.003320879166749015
92,0.0033161963878861425
93,0.0033051828834404144
94,0.003304651747790653
95,0.003308156106656809
96,0.0032909686273120925
97,0.003294130549453032
98,0.003290106841336176
99,0.003284169824171728
